Type	Dubious	ORF	Gene	Chr	Start	End	Description	DAMP
ORF	Verified	YHR070W	TRM5	8	234881	236380	tRNA(m(1)G37)methyltransferase; methylates a tRNA base adjacent to the anticodon that has a role in prevention of frameshifting; highly conserved across Archaea, Bacteria, and Eukarya	DAMP
ORF	Dubious	YHR069C-A		8	235236	234874	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF TRM5/YHR070W	 
ORF	Dubious	YHR070C-A		8	236512	236102	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene TRM5/YHR070W	 
ORF	Verified	YHR071W	PCL5	8	237004	237693	Cyclin; interacts with and phosphorylated by Pho85p cyclin-dependent kinase (Cdk), induced by Gcn4p at level of transcription, specifically required for Gcn4p degradation, may be sensor of cellular protein biosynthetic capacity	 
ORF	Verified	YHR072W	ERG7	8	239098	241293	Lanosterol synthase; an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis	 
ORF	Dubious	YHR071C-A		8	239230	238910	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF ERG7/YHR072W	 
ORF	Verified	YHR072W-A	NOP10	8	241664	241840	Subunit of box H/ACA snoRNP complex; required for pseudouridylation and processing of pre-18S rRNA	 
ORF	Verified	YHR073W	OSH3	8	242582	245572	Member of an oxysterol-binding protein family; this family has seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability	 
ORF	Dubious	YHR073W-A		8	242868	243044	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF YHR073W; identified by expression profiling and mass spectrometry	 
ORF	Dubious	YHR073C-B		8	245502	245422	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF YHR073W; identified by expression profiling and mass spectrometry	 
ORF	Verified	YHR074W	QNS1	8	246193	248337	Glutamine-dependent NAD(+) synthetase; essential for the formation of NAD(+) from nicotinic acid adenine dinucleotide	DAMP
ORF	Verified	YHR075C	PPE1	8	249641	248439	Protein with carboxyl methyl esterase activity; may have a role in demethylation of the phosphoprotein phosphatase catalytic subunit; also identified as a small subunit mitochondrial ribosomal protein	 
ORF	Verified	YHR076W	PTC7	8	251101	252225	Type 2C protein phosphatase (PP2C); alternatively spliced to create two mRNA isoforms; protein from spliced form localizes to the mitochondria while the one from the unspliced form is localized to the nuclear envelope	 
ORF	Verified	YHR077C	NMD2	8	255756	252374	Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance	 
ORF	Uncharacterized	YHR078W		8	256360	258018	High osmolarity-regulated gene of unknown function	 
ORF	Verified	YHR079C	IRE1	8	261591	258244	Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; Kar2p binds inactive Ire1p and releases from it upon ER stress	 
ORF	Verified	YHR079C-A	SAE3	8	262553	262192	Meiosis-specific protein involved in meiotic recombination; involved in DMC1-dependent meiotic recombination; forms heterodimer with Mei5p; proposed to be an assembly factor for Dmc1p	 
ORF	Verified	YHR080C		8	266838	262801	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YHR080C has a paralog, YSP2, that arose from the whole genome duplication	 
ORF	Verified	YHR081W	LRP1	8	267538	268092	Nuclear exosome-associated nucleic acid binding protein; involved in RNA processing, surveillance, degradation, tethering, and export; rapidly degraded by the proteasome in the absence of Rrp6p; homolog of mammalian nuclear matrix protein C1D involved in regulation of DNA repair and recombination	 
ORF	Verified	YHR082C	KSP1	8	271548	268459	Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YHR083W	SAM35	8	272627	273616	Component of the sorting and assembly machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane	DAMP
ORF	Verified	YHR084W	STE12	8	274174	276240	Transcription factor that is activated by a MAPK signaling cascade; activates genes involved in mating or pseudohyphal/invasive growth pathways; cooperates with Tec1p transcription factor to regulate genes specific for invasive growth	 
ORF	Verified	YHR085W	IPI1	8	276764	277768	Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene	 
ORF	Verified	YHR086W	NAM8	8	278153	279724	RNA binding protein, component of the U1 snRNP protein; mutants are defective in meiotic recombination and in formation of viable spores, involved in the formation of DSBs through meiosis-specific splicing of REC107 pre-mRNA; Nam8p regulon embraces the meiotic pre-mRNAs of REC107, HFM1, AMA1 SPO22 and PCH2; the putative RNA binding domains RRM2 and RRM3 are required for Nam8p meiotic function	 
ORF	Uncharacterized	YHR086W-A		8	280231	280392	Putative protein of unknown function; identified by fungal homology and RT-PCR	 
ORF	Verified	YHR087W	RTC3	8	280820	281155	Protein of unknown function involved in RNA metabolism; has structural similarity to SBDS, the human protein mutated in Shwachman-Diamond Syndrome (the yeast SBDS ortholog = SDO1); null mutation suppresses cdc13-1 temperature sensitivity; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YHR088W	RPF1	8	281495	282382	Protein involved in assembly and export of the large ribosomal subunit; nucleolar protein; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif, which is thought to bind RNA	DAMP
ORF	Verified	YHR089C	GAR1	8	283298	282681	Protein component of the H/ACA snoRNP pseudouridylase complex; involved in the modification and cleavage of the 18S pre-rRNA	 
ORF	Verified	YHR090C	YNG2	8	284625	283777	Subunit of NuA4, an essential histone acetyltransferase complex; positions Piccolo NuA4 for efficient acetylation of histone H4 or histone H2A; relocalizes to the cytosol in response to hypoxia; similar to human tumor suppressor ING1 and its isoforms ING4 and ING5	 
ORF	Verified	YHR091C	MSR1	8	286770	284839	Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog, YDR341C, that arose from the whole genome duplication	 
ORF	Verified	YHR092C	HXT4	8	288811	287081	High-affinity glucose transporter; member of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog, HXT7, that arose from the whole genome duplication	 
ORF	Dubious	YHR093W	AHT1	8	289142	289690	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; multicopy suppressor of glucose transport defects, likely due to the presence of an HXT4 regulatory element in the region	 
ORF	Verified	YHR094C	HXT1	8	292625	290913	Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog, HXT6, what arose from the whole genome duplication	 
ORF	Dubious	YHR095W		8	292943	293437	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YHR096C	HXT5	8	296447	294669	Hexose transporter with moderate affinity for glucose; induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs; HXT5 has a paralog, HXT3, that arose from the whole genome duplication	 
ORF	Uncharacterized	YHR097C		8	298609	297385	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YHR097C has a paralog, PAL1, that arose from the whole genome duplication	 
ORF	Verified	YHR098C	SFB3	8	301934	299145	Component of the Sec23p-Sfb3p heterodimer of the COPII vesicle coat; COPII coat is required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sec24p and Sfb2p	 
ORF	Verified	YHR099W	TRA1	8	302761	313995	Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g., Gal4p) which leads to transcription activation; similar to human TRRAP, which is a cofactor for c-Myc mediated oncogenic transformation	 
ORF	Verified	YHR100C	GEP4	8	314673	314116	Mitochondrial phosphatidylglycerophosphatase (PGP phosphatase); dephosphorylates phosphatidylglycerolphosphate to generate phosphatidylglycerol, an essential step during cardiolipin biosynthesis; null mutant is sensitive to tunicamycin, DTT	 
ORF	Verified	YHR101C	BIG1	8	315968	314874	Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan	DAMP
ORF	Verified	YHR102W	KIC1	8	316572	319814	Protein kinase of the PAK/Ste20 family, required for cell integrity; physically interacts with Cdc31p (centrin), which is a component of the spindle pole body; part of the RAM network that regulates cellular polarity and morphogenesis	 
ORF	Verified	YHR103W	SBE22	8	320414	322972	Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog, SBE2, that arose from the whole genome duplication	 
ORF	Verified	YHR104W	GRE3	8	323409	324392	Aldose reductase; involved in methylglyoxal, d-xylose, arabinose, and galactose metabolism; stress induced (osmotic, ionic, oxidative, heat shock, starvation and heavy metals); regulated by the HOG pathway; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YHR105W	YPT35	8	324766	325410	Endosomal protein of unknown function; contains a phox (PX) homology domain; binds to both phosphatidylinositol-3-phosphate (PtdIns(3)P) and proteins involved in ER-Golgi or vesicular transport	 
ORF	Verified	YHR106W	TRR2	8	325598	326626	Mitochondrial thioredoxin reductase; involved in protection against oxidative stress, required with Glr1p to maintain the redox state of Trx3p; contains active-site motif (CAVC) present in prokaryotic orthologs; binds NADPH and FAD; TRR2 has a paralog, TRR1, that arose from the whole genome duplication	 
ORF	Verified	YHR107C	CDC12	8	328036	326813	Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells	DAMP
